path,category,tracked_status,size_bytes,sha256,required_for_fresh_clone,safe_to_commit,reason,owner_decision_required,duplicate_conflict_relationship
pilot_review_batch/crt_11a2a6f114e87c4355252aec.json,J,untracked,14812,75a0dde45e892d3ee76f0801dada2db60ec09c81b32b9229ffe50767398faae8,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_139b5e0feab8b2b6e8dc99cd.json,J,untracked,14074,c36d42083a83c2f5fb0f8fb1d08307147928f618747a7c39ce5ecf075fdc5dd7,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_1483f41f9ec3d84bce900e1f.json,J,untracked,8437,1a538edb89e676758c354b4f55e751f43be2d2bf294a7ed6343b77473fdc3cfc,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_1564c8019866f25fadf0c8f4.json,J,untracked,9552,6e52e9382750d227d8241d5a9f5773dc4c51511ae4e62cd94f34f9963bd86fe9,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_15c1518b780b7f90f02e1dd2.json,J,untracked,11988,e4fbeaeb38a69b6fd114e83d717376305b9aec2831e944264fed92a7fa5bf3c3,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_1606e9bf2b5cb59137696587.json,J,untracked,10590,6daf9659a8f5ceb58b01ea89477d09e1b53caf1a51b3e112ee90af70ac3544aa,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_1bed7b22d00e7863a0533bdc.json,J,untracked,8227,2ff455978ab62a180069725cc8fe7e5a580883005ef24b86ff8861d46a4405a4,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_1fff11c2ff6045f6b4a3ddf0.json,J,untracked,8583,3c8b041b453c3285be1a13e8cf9b0659f60a45042fba926fa3d627d6eb79a520,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_237ea36112390a00e7dde218.json,J,untracked,8330,1071861bd7ca02ec284dbfbe3c1c8a742f384216c4f556fc56bdefcf75d5d4d8,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_264ff608f3707714a0886edd.json,J,untracked,7495,7aa4715a34193a2eb8b3c443574fd744ab5569d087b4c8b3ac2bc81fb4e65b41,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_3b7d7883ae7bdcf41fb7f480.json,J,untracked,8210,030d41785d9e20ba2cf875a2b7955d1d47c801a3902b4baad54eb901a3aea317,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_460745deec2218a20eedd308.json,J,untracked,8505,ca736a63a1bac9172e743c551d126f51ce62d6f49c2dd51d3eab0484bab6f3f9,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_49e042e24dcca7f74de3a449.json,J,untracked,7372,aceefa44f70d22f0a224ae380a4d1c38d579f7903c4efe634da50076ea45497f,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_522e1fdb3569b55c3c2274f2.json,J,untracked,8228,a0d702162b54374d52fed05327f4e98551c72dece5b7abd404fc195eef14510f,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_5e663736c4f0d5e6aa79f510.json,J,untracked,9386,06f2d9ca0447ca9daf32175672bda0c19a58fbb1a51701f0037184abc4fbcdcd,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_65df0e302604b985910e48b8.json,J,untracked,11339,5f5b009daab17be96ea43bd04b60a465c183e0eb1a290b5b08ea9f347ef85989,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_75b19d44caf4ba8fdce15a1b.json,J,untracked,9975,a8b621131e3ef22dddce060f8aba222548f5ae47b3d14b32fcb92386b787ac3a,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_81b53334fd5bb79e645589e3.json,J,untracked,9773,35755c465212a327ed19706ab04a854d37615642abca33a12fc4344462908eb7,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_8f2c9e263f373ca7f0f427dc.json,J,untracked,5612,bc8eade5108492df458251bd974a73a0cd7d1047ec669de87c98640c9ea7a955,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_a47c2b8e5d85cb2e5143bcc2.json,J,untracked,5729,59945f7ce90bf43ab6dbf95d279d1a3bc42226c961a4e1229aa6c244df590ae5,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_c334df4eff72baca13ef1390.json,J,untracked,10256,38c14e000e472095983125c539a34654eef2c9761350de21e5b610e0be68248e,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_c3a413fd36c8a76c271abfae.json,J,untracked,14910,10e738713efbbd4735edd7da6d3380edccc7ca4e887c215aaa499adadcaa49a5,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch/crt_f1eb08c3482dc7624a5ebf2a.json,J,untracked,9773,a0bc3a711a9a2434e88a4e62ee5dc701ff75f56fa83b077b6f9406b970b61b37,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/PILOT_REVIEW_BATCH_V2_MANIFEST.json,J,untracked,16096,54034b4c0769758c33c7601009013770fbb8e69031a7ac65a39fca979d87de3d,no,yes,"manifest schema (separately defined) | Owner decision 3 (2026-07-15): manifest schema separately defined, track.",no,
pilot_review_batch_v2/crt_005ae9d67932bcdf64cc26f4.json,J,untracked,7202,b5a29ff3ce6820b2903644cdef733d80ab9e90546453b650ad2334aceaf18067,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_008a65b2cfb45e7de1227f6c.json,J,untracked,7166,bbea7a9cb69d5da51c930828ae22a9e7673fd7fbf00f262d6a9bf8db106597a1,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_00b537b51698902c07e7e991.json,J,untracked,9684,9a5baaea4fcf71f68c05fe00cfdc35d37e9dc9463b5b3a76a6bcd94ec6ea4f94,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_04a55eea7b750e2fbc9c7da0.json,J,untracked,11263,c02badaa5493497c68af5b9dc6c8d368f8aefcbf9d7966001199a27c57fd391a,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_0540ae369a1cf75e79513577.json,J,untracked,26479,cb9edc96a92130be8850ec5b545866b6dad160f81333d3adac28007c6973ea11,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_077d527c659090758744d88b.json,J,untracked,9780,88d5b25ee9f9ff758cca6759bd5e043907d59acbb2464d0633faea6359802cca,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_0d13d449b12e83fe72cfe6e1.json,J,untracked,9706,76eb922a0d58824e2d297d2b1e58fdc4589721ceb58a1f50997c1a71958c15b2,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_0e99fdd82d7ef107ba142e84.json,J,untracked,10676,997ab4cb6c1e71a3d12b132871b030c9c5bd125abd13569cf7bd7c6fcff97c14,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_11a2a6f114e87c4355252aec.json,J,untracked,20227,de272dec9c9cd393464127ccdf86d28fea8b76fcc96d809e69b0103ffa648228,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_139b5e0feab8b2b6e8dc99cd.json,J,untracked,19489,89a256172cf482dd79894b4812ec7d2189cd9359e561b0a3784ea0229eba936b,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_1564c8019866f25fadf0c8f4.json,J,untracked,11133,6438201d84ccc25615adb6057118b6ea2d8d1c319db722bcc3bdd189f09f593d,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_1bed7b22d00e7863a0533bdc.json,J,untracked,8633,891b75f670e3846773df6173cf589f64fc3e950bbc0bf7eee5d8a0b8aea42207,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_1fff11c2ff6045f6b4a3ddf0.json,J,untracked,9467,343f268d070c22eb65660c3ef93f398e33ca92f076e6cecc165915a15cb35b41,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_237ea36112390a00e7dde218.json,J,untracked,9096,8d4a90945aaff8eaeba1c429de5b751eaff8b6fe0158ae330edf4525282b76d9,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_264ff608f3707714a0886edd.json,J,untracked,8147,be05770715cfe6a5d8a404d3c636d18c12f6166909b4626b53c701664c4d1e35,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_3b7d7883ae7bdcf41fb7f480.json,J,untracked,8816,52418eef4b73243899357819ca8127478c280f89909f7c6734063cab539bfb5a,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_408719ffbfc0152ae4d9bbe7.json,J,untracked,11263,32cb4ebc6bbfc8ae86dd515fcb61be660857ac77923ac3e088850876dd67d853,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_460745deec2218a20eedd308.json,J,untracked,9227,d661f8a91f1d292cdb206c2ed9a2193890468724a93a8aae9ccb9279169a29c9,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_49e042e24dcca7f74de3a449.json,J,untracked,8023,23401d2a36ddacba433cb8b295db8272795763795deae66cdf665786e0a92497,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_522e1fdb3569b55c3c2274f2.json,J,untracked,8779,a613e82e741cb364648456c36cea818d96580e510c40db28b33105e69d859aad,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_54036fd6ea1d6fdfc3655141.json,J,untracked,15072,1ba9ee59fa0b6ca8a058b34a54d3d59e96aac869658342ff2f0d69113bb03325,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_65df0e302604b985910e48b8.json,J,untracked,14380,fc111213405d630d6b4416c3e5b37632b4e7795bb0f36bdc6e31621b7d021034,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_81b53334fd5bb79e645589e3.json,J,untracked,10948,ac0cf566ee909ccba85d383de64413a3ff7d209e748891d4c9f3a2d0aa775496,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_8f2c9e263f373ca7f0f427dc.json,J,untracked,5879,4bb73e6f3cbccb9391725bf2ba13a6e65c1929b542eaed935b056cf37af707b9,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_925d66320f0ca5fed8d74e51.json,J,untracked,11368,8de88e480b77376136a540f38011baf50441fbcfd46be816c3ee2aa17792db86,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_a47c2b8e5d85cb2e5143bcc2.json,J,untracked,6020,2429f1c2ed6a7ac6f89798ca0b3f7a350a7b8eb1aea58f48db610f9be453128f,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_b1ec53a7d7650868932aab5f.json,J,untracked,13287,f854270f4df5591a177f24d8996c47a9deecd8dfbe8bf3c2102e9976202815af,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_c334df4eff72baca13ef1390.json,J,untracked,12042,5db2a1328a8b80ba9627e86fda0e7d81e9d92083f4076a70b197658ea7198adb,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_c3a413fd36c8a76c271abfae.json,J,untracked,22361,34112c67028212cf37f05117719b5d42ec32a81df6f3a08746de902b7161b48b,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
pilot_review_batch_v2/crt_e7295fed2c6e1ed44a42f649.json,J,untracked,15772,5b5be345b03d67c14c171948a56108455e2d52e28fd48b404a3b8dc5b4aa4c6b,no,no,"generated pilot review packet export | Owner decision 3 (2026-07-15): generated packet export, exclude.",no,
prefilter_rules.json,A,untracked,12526,0d0eb569f3200276b5c5385094f9728d8fea9a82caabea318409c1ac046de137,yes,yes,production config data,no,
production_readiness.md,S,untracked,7582,090021f607906f60472ca0be3033b63ea53bcc5a5d6597b03600f744f3e9ce6b,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
production_reprocessor.py,H,untracked,8140,5c258b7c44cee60ce3e6967a1c70e3bd2de4e476a46c67870bac6c68124587e0,no,yes,reproducibility/build/tooling script,no,
pyproject.toml,E,untracked,2335,caaeef849eaa7e5770ce05e13187a905211b1ea3cb9af1e750eb7cbe1b0793ff,yes,yes,dependency/build metadata,no,
quality_audit_after_parsers.md,S,untracked,9743,fb9a0a7263416846760e16ba753505ed3a9fca8774060ab4b676890bbb8a42b8,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
quality_report.md,S,untracked,6864,6aabe0636ead95f36f0b0a9c57be8d0b2997555d34bbb2e297ea2e2111d28abc,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
quality_root_cause.md,S,untracked,27317,c665bdf98b1d561deefa553e6c6a6df98d4125578c3fec238f2f2c602320b167,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
repository_inventory.py,H,untracked,2699,b2646bb20cda65c1d229bb13de10e177f0aa560d5c453d1a0861004c3dd70cb8,no,yes,reproducibility/build/tooling script,no,
reprocess_p45_layout.py,H,untracked,4537,a5f9f12e36c67d18f4678d8d4769b5b8f87361e114dab7d91d15e617597f21f6,no,yes,reproducibility/build/tooling script,no,
restore_archived_pdfs.py,H,untracked,4528,78dfbc736e9a1deb8d36b9eb68bff963162f2b99adf34d1c430027b7e2c0ee8e,no,yes,reproducibility/build/tooling script,no,
server.js,A,tracked,988,f699212f4cc9a38a2baff36ce43e70da9a8435296d01d71b55542c1e2db59728,yes,yes,production source code (dev server),no,
src/llm/__init__.py,A,untracked,65,c0696946677ca103cfb4f21cba8a3c1e6a1f11fafc492cc5a710e319ec700f30,yes,yes,production source code,no,
src/llm/cache.py,A,untracked,1190,bd2e8670d2e3e64a3531b7a51df2b82bc8e048cc3b57c446c4dacd3c98dc2ac7,yes,yes,production source code,no,
src/llm/llm_provider.py,A,untracked,9516,c6a470316b1bfc145ba578b949e9b351741ab8ec5a46e3b3a0de26e6d8323e43,yes,yes,production source code,no,
src/llm/providers/__init__.py,A,untracked,826,6a07b88f74d15bb6d71764778bd7aa12dd6949c1a4788be7becebcc36e4bc13d,yes,yes,production source code,no,
src/llm/providers/anthropic.py,A,untracked,4044,7fad4d43000c0c89b4704ae037121844208b151b76d6304aa565bb9054406d89,yes,yes,production source code,no,
src/llm/providers/base.py,A,untracked,1091,1aeed418268b5edb0dae8765574e0b52647c8242255792189a2b8a766473fff2,yes,yes,production source code,no,
src/llm/providers/deepseek.py,A,untracked,3221,c9c50b8249e4ff7c7a739e53642a6caa3bc50c57856c427533c51c52ae134d3f,yes,yes,production source code,no,
src/llm/providers/gemini_provider.py,A,untracked,828,9d8596aba1c7b2811ecdf80962e9dbd1c5e7cb10fa451d4cd0868190e12fa760,yes,yes,production source code,no,
src/llm/providers/local_provider.py,A,untracked,826,0833180265abf494aa17ccda98f4e6c1bef9ad94aee28eb2977ace9188780fb0,yes,yes,production source code,no,
src/llm/providers/ollama_provider.py,A,untracked,730,3c7093fd1f509692a468a195cb9395eb9e9c5c71fafcd2e99d5c9fc2ef374f78,yes,yes,production source code,no,
src/llm/providers/openai_provider.py,A,untracked,781,0104e4d8b3219a51f1f588c02d45f1c130d1f231c194273bc472452652848cc0,yes,yes,production source code,no,
src/llm/providers/openrouter.py,A,untracked,803,b03d052ac17b48dbba48edea6bd0ca6f96816d61dcafaade132b15d04ff65d49,yes,yes,production source code,no,
src/llm/providers/vllm_provider.py,A,untracked,724,497340d83273efc8ad4c6d541614608513559814020ad3341544de22c7ee549f,yes,yes,production source code,no,
src/pipeline/__init__.py,A,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,production source code,no,
src/pipeline/_explore_data.py,A,untracked,1101,91f662aaf875ab48ef888bdaa812c3a31f66b3b6c8911df0f8c65d514df2c973,yes,yes,production source code,no,
src/pipeline/analyzer.py,A,untracked,2296,cdad883b2cf86d7bd7312c84984eb04a375ec2945c8a81950f6a210e06f78640,yes,yes,production source code,no,
src/pipeline/antibiotic_gate.py,A,untracked,4579,1894aea11bd4c80aad4f052febc7ce2a9af9d5a8b83bb35a4ececfbb63cdd97e,yes,yes,production source code,no,
src/pipeline/api_client.py,A,untracked,4854,67424e1a7108e8711f2a7a330450c69405e2d07bdc409ad32019c2a6f054dd2c,yes,yes,production source code,no,
src/pipeline/classifier.py,A,untracked,3555,85cdea212dde39fe1eee8cb4dc5f9de1dfd7d8096ca6dbec6cf064dcfcf1986f,yes,yes,production source code,no,
src/pipeline/config.py,A,untracked,10321,70611de23562c38580f338a68d04f10655e6bee3b27a6841c96cfde85f434764,yes,yes,production source code,no,
src/pipeline/database.py,A,untracked,12643,6088df57795907e814484b38e0417cbd851176635c458f258a962c65a8e95b4f,yes,yes,production source code,no,
src/pipeline/downloader.py,A,untracked,3915,cee6b1b039cc2099d8da32c1f5865a6f87dafcf319b88927fb56bd9e920feb97,yes,yes,production source code,no,
src/pipeline/extraction/__init__.py,A,untracked,313,c48e8023f5c3fe4f148770288f5d93bb8437afa2edbbaa9fcc8288b466c6e802,yes,yes,production source code,no,
src/pipeline/extraction/base.py,A,untracked,3715,38f2ec9ee2bae74a5485395a7e85e92ca3ee11cec0ca0f367abe26e7bc1a796a,yes,yes,production source code,no,
src/pipeline/extraction/cache.py,A,untracked,2722,08de866f4bc531642f28c40788dc9014bd4848e8413eb54c15c4a32ee03d0125,yes,yes,production source code,no,
src/pipeline/extraction/config.py,A,untracked,1572,ba637b346a07e41f18b03292eaa7f0100913db4b6c49488ee692c07687cbcd90,yes,yes,production source code,no,
src/pipeline/extraction/diagnose_pipeline.py,A,untracked,7008,0f4a48b73ae2e7f585590a8164c098a0db6651b4039b0b349869615249785ce7,yes,yes,production source code,no,
src/pipeline/extraction/docling.py,A,untracked,3303,d75b42cddea716fd0158465f5e3087583be6184a79dc8cf9043dc06a7fbb152f,yes,yes,production source code,no,
src/pipeline/extraction/layout.py,A,untracked,19453,8d73e6baf551e413063bb0775a358f0aecefd00454f38e756708b58519b3354a,yes,yes,production source code,no,
src/pipeline/extraction/metrics.py,A,untracked,2832,8ee65597c9db48c44778f5be2bdc78a7dfd980827ac6df12a345e6c3e4a28a8a,yes,yes,production source code,no,
src/pipeline/extraction/mineru.py,A,untracked,2255,59429d6d3fd57ba7da2f3b1aff6a8c5fb4e0d9a6b77728e8fa21c15bc1940054,yes,yes,production source code,no,
src/pipeline/extraction/pymupdf.py,A,untracked,1253,eabc4b57c599941dd3490dc14f20b54cdd6e8fba3cc51e7ff727e69627fec20a,yes,yes,production source code,no,
src/pipeline/extraction/quality.py,A,untracked,1433,51ceed53b684e93b059ac65b54648ac7bbef4c988971eb2a6cfdc527d9d9fd19,yes,yes,production source code,no,
src/pipeline/extraction/router.py,A,untracked,11566,ec9472b30805a805fe0618fa739e484ffa5bfcc401b56a0c447da01dbfca21f4,yes,yes,production source code,no,
src/pipeline/extraction/semantic.py,A,untracked,22641,ad403c32cab7540f16837d91df80102aae3a47a8163856cdab9f929d5b1c51f2,yes,yes,production source code,no,
src/pipeline/extraction/semantic_yield_audit.py,A,untracked,14010,3171f76fb3aba9e91b047559dd8cd97314269dc07b2ced2b634eed965a3410a5,yes,yes,production source code,no,
src/pipeline/extractor.py,A,untracked,991,f25a4d288797d5c2371c3f7d17352dd417ebdfeb9c8affbe19249e9bc4d5eeee,yes,yes,production source code,no,
src/pipeline/extractor_llm.py,A,untracked,7984,3b24e478fec0116aeb24a0bd3d631c37c5317f86faa1da4a97aeef1e9c9fca74,yes,yes,production source code,no,
src/pipeline/knowledge_base.py,A,untracked,24672,1c627d14f26daac442d1d14eb201c03e2ee3d995aab4496360c07e89da5a4661,yes,yes,production source code,no,
src/pipeline/knowledge_coverage.py,A,untracked,3943,c4b6476df0a876916a67078a6e039079082a789964c41d716862e1b8628e2506,yes,yes,production source code,no,
src/pipeline/knowledge_identity.py,A,untracked,3013,6794392a420523fe4d65c8bdc71f7cddca3b1b85c9bf5e3d1df29bd639082308,yes,yes,production source code,no,
src/pipeline/knowledge_invariants.py,A,untracked,4931,f2cfc969d802d9e37b89123415d61cd69718ad32f13778d0b383bb448ed5ed45,yes,yes,production source code,no,
src/pipeline/main.py,A,untracked,27044,3d9ff905ae13169dc05552c8a3935756f3edc58b175ef6ab98c00ca6a9f48aa0,yes,yes,production source code,no,
src/pipeline/normalizer.py,A,untracked,377,f992fd4eb4f5bb1b9d8a5acdfa0e28fd1ea933bbea6f7ef11945966d5ea87aa4,yes,yes,production source code,no,
src/pipeline/prefilter.py,A,untracked,24306,c416fc9d1d3f2a4da92e612592cdde6c99942a04e132527bdd0548dedd12808e,yes,yes,production source code,no,
src/pipeline/progress.py,A,untracked,3530,159855ce1dada21b3eb9a9c15ea58fbe74b40bbad9043258f8748e504a09de2a,yes,yes,production source code,no,
src/pipeline/reporter.py,A,untracked,3362,ffd9b0f1f6da8fd7f465bbd168bf793afd74aa1cfcde0ade134b7f8d960a0982,yes,yes,production source code,no,
src/pipeline/section_detector.py,A,untracked,3820,9f5b334cca0be5da966974bbf3e6245a6b8a0bca8b40be5f551c09f7e6bd20a6,yes,yes,production source code,no,
src/tests/__init__.py,B,untracked,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes,yes,test source,no,
src/tests/conftest.py,B,untracked,5568,5bf0cd7a806ae0caff2239dd4d34f3adcbd295b13a339c62950637291d7c45be,yes,yes,test source,no,
src/tests/test_antibiotic_gate.py,B,untracked,3735,d2cc48c8cb9d91b29df8cc5d7c52f29124f7518d507bc4e5e34c2666b3a739c5,yes,yes,test source,no,
src/tests/test_classifier.py,B,untracked,4105,fa2dcc91e488aadc1a69a6a9fd42ef85a88d03da2d666a6d507835af6beac6be,yes,yes,test source,no,
src/tests/test_database.py,B,untracked,2801,7774672902952a53628c6ef9c2044bc74c78faf06b07ba0698caaaee5aae5934,yes,yes,test source,no,
src/tests/test_document_extraction.py,B,untracked,4958,3020e64c44d19c27c37a59d853de121f8d1027b5dc6f5f30c8672db5962bcdc5,yes,yes,test source,no,
src/tests/test_extraction_site_packages.py,B,untracked,3427,99b7eb8b749f51bace4595542e3ad9546fcea15ffc8c6dcff1b3710c61621928,yes,yes,test source,no,
src/tests/test_extractor_llm.py,B,untracked,3732,90bcdd731499451cc12edeec2a16453f839b962950fb18dcde26060726601c6f,yes,yes,test source,no,
src/tests/test_knowledge_base.py,B,untracked,3374,f528728288147ba4b96c628b0e9bb7cca32cd0dd6871f3b2287a0be2697fb95f,yes,yes,test source,no,
src/tests/test_knowledge_identity.py,B,untracked,3867,1f2d0473a3960365a87f5b520c958dff48b8754e053569ffb59a9e212e678e04,yes,yes,test source,no,
src/tests/test_layout_table_provenance.py,B,untracked,5153,10e94c6e12bee1a780e7b6c6ca9827d3d66d50635fdd0e8d1e5ffd21028e3e53,yes,yes,test source,no,
src/tests/test_normalizer.py,B,untracked,1115,a9c32b7530a7d2c3c4bf27e44ae9b903b125b3f7f03192136d797cab26993d89,yes,yes,test source,no,
src/tests/test_prefilter.py,B,untracked,6215,b6323daab0b281ff0cb7320f366f56674e57d015c6e7de99df8ee03eeb2a9a3f,yes,yes,test source,no,
src/tests/test_progress.py,B,untracked,2752,96bf264ca5efd3bc94314fbfa6670fd2c2811d33c6d0ff9468ce3dfd255b1357,yes,yes,test source,no,
src/tests/test_section_detector.py,B,untracked,2651,7c3fd231e3b83411698afec7a445435110109ab51bb7ab52696d5b32a81b904b,yes,yes,test source,no,
table_dependency_audit_2026-07-13.md,S,untracked,13272,16fc96cb6218dbd14d0f26433b2823f46cf7c99a4fec13af4a03590cba366476,no,yes,"report/RFC/analysis doc | Owner decision 4 (2026-07-15): reviewed, qualifies as required governance/architecture/root-cause/reproducibility/production-readiness evidence, track.",no,
tmp/tracked.txt,X,untracked,444,386e6d2463877f4ea0c325f38d87aa1b5c25d74f3be89f5b82ac1dfb91178a84,no,no,"scratch working file for this audit session, not a deliverable, to be deleted before session end",no,
tmp/untracked.txt,X,untracked,19040,1d8661a6a22a2ba3ccc8471241282f863c3add6084f77140b96ccb70b1780cea,no,no,"scratch working file for this audit session, not a deliverable, to be deleted before session end",no,
uv.lock,E,untracked,321548,40512b98d7a3a7548171d0eff319553045df77927e6c01e0705da7dee212500d,yes,yes,dependency/build metadata,no,
validate_full_corpus.py,H,untracked,2790,c80c259df1c9e5fca54fd1ac5a999a03787d33253845eabbb680d1a35a9388f0,no,yes,reproducibility/build/tooling script,no,
